,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer
4424,Amine Harit,Attacking Midfield,20,FC Nantes,Ligue_1,Schalke 04,Bundesliga,2017,2.0,8.0
4425,Alessandro Bastoni,Centre-Back,18,Atalanta,Serie_A,Inter,Serie_A,2017,1.5,8.0
4426,Rafik Guitane,Attacking Midfield,18,AC Le Havre,Ligue 2,Rennes,Ligue_1,2017,0.15,8.0
4427,Jadon Sancho,Left Winger,17,Man City U18,U18 Premier League,Borussia Dortmund,Bundesliga,2017,,7.84
4428,Alexander SÃ¶rloth,Centre-Forward,22,FC Midtjylland,Superligaen Championship round,Crystal Palace,EPL,2017,2.0,7.8
4429,Bruno Martins Indi,Centre-Back,25,FC Porto,Liga NOS,Stoke,EPL,2017,11.0,7.7
4430,Filippo Romagna,Centre-Back,20,Juventus,Serie_A,Cagliari,Serie_A,2017,1.0,7.6
4431,Jonathan CafÃº,Right Winger,26,Ludogorets,A Grupa - Championship gr.,Bordeaux,Ligue_1,2017,10.0,7.5
4432,Kieran Gibbs,Left-Back,27,Arsenal,EPL,West Bromwich Albion,EPL,2017,10.0,7.5
4435,Christian Atsu,Left Winger,25,Chelsea,EPL,Newcastle United,EPL,2017,5.0,7.5
4439,Santiago AscacÃ­bar,Defensive Midfield,20,Estudiantes,Primera DivisiÃ³n,VfB Stuttgart,Bundesliga,2017,7.5,7.2
4440,Yuning Zhang,Centre-Forward,20,Vitesse,Eredivisie,West Bromwich Albion,EPL,2017,0.7,7.2
4443,Ã‰ver Banega,Central Midfield,29,Inter,Serie_A,Sevilla,La_liga,2017,16.0,7.0
4444,Nolito,Left Winger,30,Manchester City,EPL,Sevilla,La_liga,2017,12.0,7.0
4445,Ryad Boudebouz,Attacking Midfield,27,Montpellier,Ligue_1,Real Betis,La_liga,2017,10.0,7.0
4447,Jordan Veretout,Central Midfield,24,Aston Villa,Championship,Fiorentina,Serie_A,2017,9.0,7.0
4448,Konrad Laimer,Central Midfield,20,RB Salzburg,Bundesliga,RasenBallsport Leipzig,Bundesliga,2017,8.0,7.0
4449,SÃ©bastien Haller,Centre-Forward,23,FC Utrecht,Eredivisie,Eintracht Frankfurt,Bundesliga,2017,8.0,7.0
4450,Diego Llorente,Centre-Back,23,Real Madrid,La_liga,Real Sociedad,La_liga,2017,7.5,7.0
4451,Clinton N'Jie,Centre-Forward,23,Tottenham,EPL,Marseille,Ligue_1,2017,7.0,7.0
4452,Marcelo,Centre-Back,30,Besiktas,SÃ¼per Lig,Lyon,Ligue_1,2017,6.5,7.0
4453,Jorge MerÃ©,Centre-Back,20,Sporting GijÃ³n,LaLiga2,FC Cologno,Bundesliga,2017,6.0,7.0
4454,VÃ­ctor Camarasa,Central Midfield,23,Levante UD,La_liga,Real Betis,La_liga,2017,5.0,7.0
4455,Kylian Mbappe,Right Winger,19,Monaco,Ligue_1,Paris Saint Germain,Ligue_1,2018,120.0,135.0
4456,Cristiano Ronaldo,Centre-Forward,33,Real Madrid,La_liga,Juventus,Serie_A,2018,100.0,117.0
4457,Thomas Lemar,Left Winger,22,Monaco,Ligue_1,Atletico Madrid,La_liga,2018,65.0,70.0
4458,Riyad Mahrez,Right Winger,27,Leicester,EPL,Manchester City,EPL,2018,50.0,67.8
4459,Alisson,Goalkeeper,25,Roma,Serie_A,Liverpool,EPL,2018,60.0,62.5
4460,Naby KeÃ¯ta,Central Midfield,23,RasenBallsport Leipzig,Bundesliga,Liverpool,EPL,2018,65.0,60.0
4461,Fred,Central Midfield,25,Shakhtar D.,Premier Liga,Manchester United,EPL,2018,32.0,59.0
4462,Jorginho,Defensive Midfield,26,Napoli,Serie_A,Chelsea,EPL,2018,50.0,57.0
4463,Fabinho,Defensive Midfield,24,Monaco,Ligue_1,Liverpool,EPL,2018,45.0,45.0
4464,VinÃ­cius JÃºnior,Left Winger,18,Flamengo,SÃ©rie A,Real Madrid,La_liga,2018,35.0,45.0
4465,Malcom,Right Winger,21,Bordeaux,Ligue_1,Barcelona,La_liga,2018,45.0,41.0
4466,JoÃ£o Cancelo,Right-Back,24,Valencia,La_liga,Juventus,Serie_A,2018,35.0,40.4
4467,Douglas Costa,Right Winger,27,Bayern Munich,Bundesliga,Juventus,Serie_A,2018,55.0,40.0
4468,Richarlison,Left Winger,21,Watford,EPL,Everton,EPL,2018,25.0,39.2
4469,Radja Nainggolan,Central Midfield,30,Roma,Serie_A,Inter,Serie_A,2018,45.0,38.0
4470,Felipe Anderson,Right Winger,25,Lazio,Serie_A,West Ham,EPL,2018,30.0,38.0
4471,ClÃ©ment Lenglet,Centre-Back,23,Sevilla,La_liga,Barcelona,La_liga,2018,25.0,35.9
4472,Arthur,Central Midfield,21,GrÃªmio,SÃ©rie A,Barcelona,La_liga,2018,30.0,31.0
4473,Jean MichaÃ«l Seri,Central Midfield,27,Nice,Ligue_1,Fulham,EPL,2018,30.0,30.0
4474,Lucas Torreira,Defensive Midfield,22,Sampdoria,Serie_A,Arsenal,EPL,2018,30.0,30.0
4475,Aleksandr Golovin,Central Midfield,22,CSKA Moscow,Premier Liga,Monaco,Ligue_1,2018,25.0,30.0
4476,Ãlvaro Odriozola,Right-Back,22,Real Sociedad,La_liga,Real Madrid,La_liga,2018,25.0,30.0
4477,FabiÃ¡n Ruiz,Central Midfield,22,Real Betis,La_liga,Napoli,Serie_A,2018,20.0,30.0
4479,Abdou Diallo,Centre-Back,22,Mainz 05,Bundesliga,Borussia Dortmund,Bundesliga,2018,12.0,28.0
4480,Geoffrey Kondogbia,Central Midfield,25,Inter,Serie_A,Valencia,La_liga,2018,30.0,25.0
4481,Simone Verdi,Right Winger,25,Bologna,Serie_A,Napoli,Serie_A,2018,25.0,25.0
4482,Issa Diop,Centre-Back,21,Toulouse,Ligue_1,West Ham,EPL,2018,22.0,25.0
4483,Bernd Leno,Goalkeeper,26,Bayer Leverkusen,Bundesliga,Arsenal,EPL,2018,20.0,25.0
4484,Jannik Vestergaard,Centre-Back,25,Borussia M.Gladbach,Bundesliga,Southampton,EPL,2018,14.0,25.0
4485,James Maddison,Attacking Midfield,21,Norwich,Championship,Leicester,EPL,2018,10.0,25.0
4486,Javier Pastore,Attacking Midfield,29,Paris Saint Germain,Ligue_1,Roma,Serie_A,2018,15.0,24.7
4487,Yuri Berchiche,Left-Back,28,Paris Saint Germain,Ligue_1,Athletic Club,La_liga,2018,17.0,24.0
4488,Alassane PlÃ©a,Centre-Forward,25,Nice,Ligue_1,Borussia M.Gladbach,Bundesliga,2018,18.0,23.0
4489,Ricardo Pereira,Right-Back,24,FC Porto,Liga NOS,Leicester,EPL,2018,20.0,22.0
4490,Diogo Dalot,Right-Back,19,FC Porto,Liga NOS,Manchester United,EPL,2018,15.0,22.0
4491,Alex Meret,Goalkeeper,21,Udinese,Serie_A,Napoli,Serie_A,2018,12.0,22.0
4492,Lucas Digne,Left-Back,25,Barcelona,La_liga,Everton,EPL,2018,15.0,20.2
4493,Aleksandar Mitrovic,Centre-Forward,23,Newcastle United,EPL,Fulham,EPL,2018,15.0,20.2
4494,William Carvalho,Defensive Midfield,26,Sporting CP,Liga NOS,Real Betis,La_liga,2018,25.0,20.0
4495,Rodri,Defensive Midfield,22,Villarreal,La_liga,Atletico Madrid,La_liga,2018,25.0,20.0
4496,Andriy Yarmolenko,Right Winger,28,Borussia Dortmund,Bundesliga,West Ham,EPL,2018,23.0,20.0
4497,Gerard Moreno,Centre-Forward,26,Espanyol,La_liga,Villarreal,La_liga,2018,20.0,20.0
4498,Nikola Kalinic,Centre-Forward,30,Fiorentina,Serie_A,AC Milan,Serie_A,2018,14.0,20.0
4499,Thomas Delaney,Central Midfield,26,Werder Bremen,Bundesliga,Borussia Dortmund,Bundesliga,2018,12.0,20.0
4500,Rolando Mandragora,Central Midfield,21,Juventus,Serie_A,Udinese,Serie_A,2018,10.0,20.0
4501,Terence Kongolo,Centre-Back,24,Monaco,Ligue_1,Huddersfield,EPL,2018,10.0,20.0
4502,Willem Geubbels,Left Winger,16,Lyon,Ligue_1,Monaco,Ligue_1,2018,6.0,20.0
4503,Alireza Jahanbakhsh,Right Winger,24,AZ Alkmaar,Eredivisie,Brighton,EPL,2018,18.0,19.0
4504,Duje Caleta-Car,Centre-Back,21,RB Salzburg,Bundesliga,Marseille,Ligue_1,2018,10.0,19.0
4505,Paulinho,Left Winger,18,Vasco da Gama,SÃ©rie A,Bayer Leverkusen,Bundesliga,2018,25.0,18.5
4506,Karl Toko Ekambi,Centre-Forward,25,SCO Angers,Ligue_1,Villarreal,La_liga,2018,18.0,18.0
4507,Mohamed Elyounoussi,Left Winger,23,FC Basel,Super League,Southampton,EPL,2018,8.5,18.0
4508,Justin Kluivert,Left Winger,19,AFC Ajax,Eredivisie,Roma,Serie_A,2018,15.0,17.25
4509,DuvÃ¡n Zapata,Centre-Forward,27,Napoli,Serie_A,Sampdoria,Serie_A,2018,20.0,17.0
4510,Yves Bissouma,Central Midfield,21,Lille,Ligue_1,Brighton,EPL,2018,8.0,16.9
4511,Lautaro MartÃ­nez,Centre-Forward,20,Racing Club,Primera DivisiÃ³n,Inter,Serie_A,2018,25.0,16.0
4512,Sokratis,Centre-Back,30,Borussia Dortmund,Bundesliga,Arsenal,EPL,2018,20.0,16.0
4514,Nordi Mukiele,Right-Back,20,Montpellier,Ligue_1,RasenBallsport Leipzig,Bundesliga,2018,14.0,16.0
4515,Joris Gnagnon,Centre-Back,21,Rennes,Ligue_1,Sevilla,La_liga,2018,15.0,15.0
4516,JoaquÃ­n Correa,Left Winger,23,Sevilla,La_liga,Lazio,Serie_A,2018,10.0,15.0
4517,GrÃ©goire Defrel,Centre-Forward,27,Sassuolo,Serie_A,Roma,Serie_A,2018,10.0,15.0
4518,Mouctar Diakhaby,Centre-Back,21,Lyon,Ligue_1,Valencia,La_liga,2018,10.0,15.0
4519,Ibrahim Amadou,Defensive Midfield,25,Lille,Ligue_1,Sevilla,La_liga,2018,3.5,15.0
4521,Matheus Cunha,Centre-Forward,19,FC Sion,Super League,RasenBallsport Leipzig,Bundesliga,2018,1.5,15.0
4522,Roger MartÃ­nez,Centre-Forward,24,JS Suning,Super League,Villarreal,La_liga,2018,2.5,14.9
4523,Xherdan Shaqiri,Right Winger,26,Stoke,Championship,Liverpool,EPL,2018,18.0,14.7
4525,Diogo Jota,Left Winger,21,Atletico Madrid,La_liga,Wolverhampton Wanderers,EPL,2018,12.0,14.0
4526,Daniel Ginczek,Centre-Forward,27,VfB Stuttgart,Bundesliga,Wolfsburg,Bundesliga,2018,3.5,14.0
4527,Jean-Eudes Aholou,Defensive Midfield,24,R. Strasbourg,Ligue_1,Monaco,Ligue_1,2018,3.0,14.0
4528,Danny Ward,Goalkeeper,25,Liverpool,EPL,Leicester,EPL,2018,2.5,14.0
4529,Davy Klaassen,Attacking Midfield,25,Everton,EPL,Werder Bremen,Bundesliga,2018,15.0,13.5
4531,Gerard Deulofeu,Right Winger,24,Barcelona,La_liga,Watford,EPL,2018,14.0,13.0
4532,Mattia Perin,Goalkeeper,25,Genoa,Serie_A,Juventus,Serie_A,2018,16.0,12.0
4533,Mitchell Weiser,Right-Back,24,Hertha Berlin,Bundesliga,Bayer Leverkusen,Bundesliga,2018,12.0,12.0
4534,M'Baye Niang,Centre-Forward,23,AC Milan,Serie_A,Torino,Serie_A,2018,10.0,12.0
4535,Mikel Merino,Defensive Midfield,22,Newcastle United,EPL,Real Sociedad,La_liga,2018,10.0,12.0
4536,Willy Boly,Centre-Back,27,FC Porto,Liga NOS,Wolverhampton Wanderers,EPL,2018,5.0,12.0
4537,Marcelo Saracchi,Left-Back,20,River Plate,Primera DivisiÃ³n,RasenBallsport Leipzig,Bundesliga,2018,4.5,12.0
4538,Diego Rico,Left-Back,25,CD LeganÃ©s,La_liga,Bournemouth,EPL,2018,2.5,12.0
4540,Benik Afobe,Centre-Forward,25,Bournemouth,EPL,Wolverhampton Wanderers,EPL,2018,10.0,11.4
4541,Josh Murphy,Left Winger,23,Norwich,Championship,Cardiff,EPL,2018,1.5,11.4
4542,Bobby Reid,Attacking Midfield,25,Bristol City,Championship,Cardiff,EPL,2018,3.0,11.35
4543,David Brooks,Attacking Midfield,20,Sheffield Utd.,Championship,Bournemouth,EPL,2018,5.0,11.3
4544,Angus Gunn,Goalkeeper,22,Manchester City,EPL,Southampton,EPL,2018,2.0,11.3
4546,Santiago Arias,Right-Back,26,PSV Eindhoven,Eredivisie,Atletico Madrid,La_liga,2018,18.0,11.0
4547,Suat Serdar,Central Midfield,21,Mainz 05,Bundesliga,Schalke 04,Bundesliga,2018,7.5,11.0
4548,Gianluca Lapadula,Centre-Forward,28,AC Milan,Serie_A,Genoa,Serie_A,2018,7.0,11.0
4549,Wout Weghorst,Centre-Forward,25,AZ Alkmaar,Eredivisie,Wolfsburg,Bundesliga,2018,7.0,10.5
4552,Jordan Amavi,Left-Back,24,Aston Villa,Championship,Marseille,Ligue_1,2018,16.0,10.0
4553,Francesco Acerbi,Centre-Back,30,Sassuolo,Serie_A,Lazio,Serie_A,2018,10.0,10.0
4554,Leonardo Pavoletti,Centre-Forward,29,Napoli,Serie_A,Cagliari,Serie_A,2018,9.0,10.0
4556,Soualiho MeÃ¯tÃ©,Defensive Midfield,24,Monaco,Ligue_1,Torino,Serie_A,2018,8.0,10.0
4557,Omar Mascarell,Defensive Midfield,25,Real Madrid,La_liga,Schalke 04,Bundesliga,2018,8.0,10.0
4558,Danilo,Defensive Midfield,22,Braga,Liga NOS,Nice,Ligue_1,2018,7.0,10.0
4559,Santiago CÃ¡seres,Defensive Midfield,21,VÃ©lez Sarsfield,Primera DivisiÃ³n,Villarreal,La_liga,2018,6.0,10.0
4560,Bernardo,Left-Back,23,RasenBallsport Leipzig,Bundesliga,Brighton,EPL,2018,6.0,10.0
4561,Adama Diakhaby,Centre-Forward,22,Monaco,Ligue_1,Huddersfield,EPL,2018,5.0,10.0
4562,PelÃ©,Defensive Midfield,26,Rio Ave FC,Liga NOS,Monaco,Ligue_1,2018,4.0,10.0
4563,Diego Falcinelli,Centre-Forward,27,Sassuolo,Serie_A,Bologna,Serie_A,2018,3.8,10.0
4564,Antonio Barreca,Left-Back,23,Torino,Serie_A,Monaco,Ligue_1,2018,3.5,10.0
4565,Federico Di Francesco,Right Winger,24,Bologna,Serie_A,Sassuolo,Serie_A,2018,3.5,10.0
4566,Borja Iglesias,Centre-Forward,25,Celta Vigo,La_liga,Espanyol,La_liga,2018,1.0,10.0
4567,Alphonso Davies,Left Winger,18,Vancouver, Canada,Bayern Munich,Bundesliga,2018,0.8,10.0
4568,Davide Santon,Left-Back,27,Inter,Serie_A,Roma,Serie_A,2018,3.0,9.5
4569,Patrik Schick,Centre-Forward,22,Sampdoria,Serie_A,Roma,Serie_A,2018,20.0,9.0
4570,GermÃ¡n Pezzella,Centre-Back,27,Real Betis,La_liga,Fiorentina,Serie_A,2018,13.0,9.0
4571,Ramiro Funes Mori,Centre-Back,27,Everton,EPL,Villarreal,La_liga,2018,10.0,9.0
4572,Pablo Maffeo,Right-Back,20,Manchester City,EPL,VfB Stuttgart,Bundesliga,2018,10.0,9.0
4573,Riccardo Saponara,Attacking Midfield,26,Empoli,Serie_A,Fiorentina,Serie_A,2018,9.0,9.0
4574,Khouma Babacar,Centre-Forward,25,Fiorentina,Serie_A,Sassuolo,Serie_A,2018,8.0,9.0
4575,Lukasz Skorupski,Goalkeeper,27,Roma,Serie_A,Bologna,Serie_A,2018,7.0,9.0
4576,Jordan Siebatcheu,Centre-Forward,22,Reims,Ligue_1,Rennes,Ligue_1,2018,2.5,9.0
4577,Antonino La Gumina,Centre-Forward,22,Palermo,Serie B,Empoli,Serie_A,2018,2.0,9.0
4580,Alban Lafont,Goalkeeper,19,Toulouse,Ligue_1,Fiorentina,Serie_A,2018,18.0,8.5
4581,NicÃ³las GonzÃ¡lez,Centre-Forward,20,Argentinos,Primera DivisiÃ³n,VfB Stuttgart,Bundesliga,2018,5.0,8.5
4582,Andriy Lunin,Goalkeeper,19,Zorya Lugansk,Premier Liga,Real Madrid,La_liga,2018,3.5,8.5
4585,Robin Olsen,Goalkeeper,28,FC Copenhagen,Superligaen,Roma,Serie_A,2018,2.5,8.5
4587,Tanguy NdombÃ©lÃ©,Central Midfield,21,SC Amiens,Ligue_1,Lyon,Ligue_1,2018,25.0,8.0
4588,Sergi Darder,Central Midfield,24,Lyon,Ligue_1,Espanyol,La_liga,2018,11.0,8.0
4589,Kasim Adams,Centre-Back,23,BSC Young Boys,Super League,Hoffenheim,Bundesliga,2018,8.5,8.0
4590,Armando Izzo,Centre-Back,26,Genoa,Serie_A,Torino,Serie_A,2018,8.5,8.0
4591,Cristiano Piccini,Right-Back,25,Sporting CP,Liga NOS,Valencia,La_liga,2018,7.5,8.0
4592,Ignacio Pussetto,Right Winger,22,HuracÃ¡n,Primera DivisiÃ³n,Udinese,Serie_A,2018,7.0,8.0
4595,Lukasz Fabianski,Goalkeeper,33,Swansea,Championship,West Ham,EPL,2018,5.0,8.0
4598,MattÃ©o Guendouzi,Central Midfield,19,FC Lorient,Ligue 2,Arsenal,EPL,2018,2.5,8.0
4599,Jean-Philippe Mateta,Centre-Forward,21,Lyon,Ligue_1,Mainz 05,Bundesliga,2018,2.5,8.0
4600,Fran BeltrÃ¡n,Central Midfield,19,Rayo Vallecano,La_liga,Celta Vigo,La_liga,2018,2.0,8.0
4601,Stuart Armstrong,Central Midfield,26,Celtic,Premiership,Southampton,EPL,2018,2.0,7.95
4603,Omar Colley,Centre-Back,25,KRC Genk,Jupiler Pro League,Sampdoria,Serie_A,2018,5.0,7.75
4604,Valon Berisha,Left Midfield,25,RB Salzburg,Bundesliga,Lazio,Serie_A,2018,10.0,7.5
4605,Andrea Favilli,Centre-Forward,21,Ascoli,Serie B,Juventus,Serie_A,2018,4.0,7.5
4606,Pierre Kunde,Central Midfield,22,Atletico Madrid,La_liga,Mainz 05,Bundesliga,2018,2.0,7.5
4607,Federico Valietti,Right-Back,19,Inter,Serie_A,Genoa,Serie_A,2018,0.5,7.5
4610,Salif SanÃ©,Centre-Back,27,Hannover 96,Bundesliga,Schalke 04,Bundesliga,2018,18.0,7.0
4611,Jonny Castro,Left-Back,24,Celta Vigo,La_liga,Atletico Madrid,La_liga,2018,12.0,7.0
4612,Wahbi Khazri,Attacking Midfield,27,Sunderland,League One,Saint-Etienne,Ligue_1,2018,10.0,7.0
4613,Mikel Merino,Defensive Midfield,22,Borussia Dortmund,Bundesliga,Newcastle United,EPL,2018,10.0,7.0
4614,Marcel Tisserand,Centre-Back,25,FC Ingolstadt,2.Bundesliga,Wolfsburg,Bundesliga,2018,7.5,7.0
4615,Tomas Vaclik,Goalkeeper,29,FC Basel,Super League,Sevilla,La_liga,2018,4.0,7.0
4616,NÃ©stor Araujo,Centre-Back,26,Santos Laguna,Liga MX Apertura,Celta Vigo,La_liga,2018,2.8,7.0
4617,Federico Dimarco,Left-Back,20,FC Sion,Super League,Inter,Serie_A,2018,2.0,7.0
4618,Davide Bettella,Centre-Back,18,Inter,Serie_A,Atalanta,Serie_A,2018,,7.0
4622,Valentino Lazaro,Right Winger,22,RB Salzburg,Bundesliga,Hertha Berlin,Bundesliga,2018,9.0,6.5
4623,Lucas Castro,Central Midfield,29,Chievo Verona,Serie_A,Cagliari,Serie_A,2018,7.0,6.5
4624,Ramadan Sobhi,Left Winger,21,Stoke,Championship,Huddersfield,EPL,2018,7.0,6.5
4626,Riza Durmisi,Left-Back,24,Real Betis,La_liga,Lazio,Serie_A,2018,5.0,6.5
4627,Ronaldo Vieira,Central Midfield,20,Leeds,Championship,Sampdoria,Serie_A,2018,2.0,6.5
4629,Daniel Wass,Central Midfield,29,Celta Vigo,La_liga,Valencia,La_liga,2018,15.0,6.0
4630,TomÃ¡s RincÃ³n,Defensive Midfield,30,Juventus,Serie_A,Torino,Serie_A,2018,8.0,6.0
4631,Ante Coric,Attacking Midfield,21,Dinamo Zagreb,1.HNL,Roma,Serie_A,2018,7.5,6.0
4632,Okay Yokuslu,Defensive Midfield,24,Trabzonspor,SÃ¼per Lig,Celta Vigo,La_liga,2018,7.5,6.0
4633,Roque Mesa,Central Midfield,29,Swansea,Championship,Sevilla,La_liga,2018,7.0,6.0
4634,Leonardo Bittencourt,Left Winger,24,FC Cologno,2.Bundesliga,Hoffenheim,Bundesliga,2018,6.0,6.0
4636,Florin Andone,Centre-Forward,25,Deportivo La Coruna,LaLiga2,Brighton,EPL,2018,6.0,6.0
4637,Moussa NiakhatÃ©,Centre-Back,22,FC Metz,Ligue 2,Mainz 05,Bundesliga,2018,5.0,6.0
4639,Walace,Defensive Midfield,23,Hamburger SV,2.Bundesliga,Hannover 96,Bundesliga,2018,4.5,6.0
4640,RonaÃ«l Pierre-Gabriel,Right-Back,20,Saint-Etienne,Ligue_1,Monaco,Ligue_1,2018,4.0,6.0
4641,Fabri,Goalkeeper,30,Besiktas,SÃ¼per Lig,Fulham,EPL,2018,4.0,6.0
4645,Federico Santander,Centre-Forward,27,FC Copenhagen,Superligaen,Bologna,Serie_A,2018,2.0,6.0
4646,Borna Sosa,Left-Back,20,Dinamo Zagreb,1.HNL,VfB Stuttgart,Bundesliga,2018,1.75,6.0
4648,William Bianda,Centre-Back,18,Lens,Ligue 2,Roma,Serie_A,2018,,6.0
4651,Bremer,Centre-Back,21,AtlÃ©tico-MG,SÃ©rie A,Torino,Serie_A,2018,1.0,5.8
4655,JoÃ£o Moutinho,Central Midfield,31,Monaco,Ligue_1,Wolverhampton Wanderers,EPL,2018,10.0,5.6
4657,Vincenzo Grifo,Left Winger,25,Borussia M.Gladbach,Bundesliga,Hoffenheim,Bundesliga,2018,7.5,5.5
4658,Fabio Borini,Left Winger,27,Sunderland,League One,AC Milan,Serie_A,2018,7.0,5.5
4659,Ishak Belfodil,Second Striker,26,Standard LiÃ¨ge,Jupiler Pro League,Hoffenheim,Bundesliga,2018,5.5,5.5
4668,Bryan Cristante,Central Midfield,23,Benfica,Liga NOS,Atalanta,Serie_A,2018,25.0,5.0
4669,Marius Wolf,Right Midfield,23,Eintracht Frankfurt,Bundesliga,Borussia Dortmund,Bundesliga,2018,10.0,5.0
4671,Gonzalo Castro,Central Midfield,31,Borussia Dortmund,Bundesliga,VfB Stuttgart,Bundesliga,2018,8.0,5.0
4672,Sergi GÃ³mez,Centre-Back,26,Celta Vigo,La_liga,Sevilla,La_liga,2018,8.0,5.0
4673,Adam Masina,Left-Back,24,Bologna,Serie_A,Watford,EPL,2018,7.0,5.0
4674,Christophe HÃ©relle,Centre-Back,25,Troyes,Ligue 2,Nice,Ligue_1,2018,6.0,5.0
4675,Firmin Mubele,Centre-Forward,24,Rennes,Ligue_1,Toulouse,Ligue_1,2018,6.0,5.0
4676,Florent Hadergjonaj,Right-Back,23,FC Ingolstadt,2.Bundesliga,Huddersfield,EPL,2018,5.0,5.0
4677,Nemanja Maksimovic,Central Midfield,23,Valencia,La_liga,Getafe,La_liga,2018,5.0,5.0
4681,Johan Mojica,Left-Back,25,Rayo Vallecano,La_liga,Girona,La_liga,2018,4.0,5.0
4683,Christian KouamÃ©,Centre-Forward,20,Cittadella,Serie B,Genoa,Serie_A,2018,2.8,5.0
4684,Luca Waldschmidt,Centre-Forward,22,Hamburger SV,2.Bundesliga,Freiburg,Bundesliga,2018,2.5,5.0
4685,Marc Muniesa,Centre-Back,26,Stoke,Championship,Girona,La_liga,2018,2.5,5.0
4687,Felipe Vizeu,Centre-Forward,21,Flamengo,SÃ©rie A,Udinese,Serie_A,2018,1.5,5.0
4688,Marco Tumminello,Centre-Forward,19,Roma,Serie_A,Atalanta,Serie_A,2018,1.0,5.0
4689,Jens Odgaard,Centre-Forward,19,Inter,Serie_A,Sassuolo,Serie_A,2018,0.8,5.0
4690,Marco Carraro,Defensive Midfield,20,Inter,Serie_A,Atalanta,Serie_A,2018,0.8,5.0
4691,Jonathan IkonÃ©,Attacking Midfield,20,Paris Saint Germain,Ligue_1,Lille,Ligue_1,2018,0.7,5.0
4692,Giangiacomo Magnani,Centre-Back,22,Juventus,Serie_A,Sassuolo,Serie_A,2018,0.6,5.0
4693,Giangiacomo Magnani,Centre-Back,22,Perugia,Serie B,Juventus,Serie_A,2018,0.6,5.0
4694,Evan N'Dicka,Centre-Back,18,AJ Auxerre,Ligue 2,Eintracht Frankfurt,Bundesliga,2018,0.4,5.0
4695,Jasmin Kurtic,Attacking Midfield,29,Atalanta,Serie_A,SPAL 2013,Serie_A,2018,5.0,4.8
4698,Yuya Osako,Second Striker,28,FC Cologno,2.Bundesliga,Werder Bremen,Bundesliga,2018,4.5,4.5
